Month,SVM-1,MLR-1,ANN-1,SVM-2,MLR-2,ANN-2,SVM-3,MLR-3,ANN-3,SVM-4,MLR-4,ANN-4,Original
Jan,0.09,30.19,0.0,0.0,40.46,43.33,5.83,7.68,46.03,5.69,3.96,0.0,25.8
Feb,2.24,11.42,0.08,0.13,11.44,19.58,0.0,0.0,2.82,0.0,0.0,0.6,0.0
Mar,4.51,9.76,0.0,10.1,8.66,0.0,15.23,13.06,10.64,14.89,3.08,13.01,4.5
Apr,40.63,37.79,0.25,0.0,7.18,32.88,14.67,21.6,0.0,13.85,0.0,13.75,1.2
May,48.05,57.77,15.59,41.15,57.63,27.06,33.53,73.77,55.19,33.02,73.47,35.55,46.5
Jun,31.32,34.82,6.13,27.58,27.58,21.33,21.46,19.44,56.03,24.78,70.09,67.81,96.5
Jul,43.36,52.86,23.3,60.28,70.09,46.35,11.98,73.0,61.42,10.31,0.0,54.11,25.0
Aug,32.1,73.53,148.18,50.24,105.63,139.21,13.06,137.35,187.01,0.0,227.61,181.71,74.3
Sep,140.86,147.49,159.27,162.2,153.21,158.0,29.86,116.65,121.12,27.16,0.0,124.88,22.6
Oct,171.27,180.85,115.88,173.92,179.85,123.94,89.66,177.89,121.04,115.07,170.52,123.0,200.2
Nov,164.35,141.86,155.74,143.9,141.85,156.83,58.13,82.96,115.96,54.19,0.0,121.31,297.9
Dec,70.82,87.87,75.13,70.56,87.68,78.54,79.26,92.14,107.32,90.07,90.08,99.25,20.2
