Month,SVM-1,MLR-1,ANN-1,SVM-2,MLR-2,ANN-2,SVM-3,MLR-3,ANN-3,SVM-4,MLR-4,ANN-4,Original
Jan,16.2,16.08,0.0,13.66,16.24,2.65,17.61,19.86,12.55,19.54,28.04,22.54,23.8
Feb,9.25,15.84,0.0,13.81,13.34,5.71,0.0,10.34,3.1,0.0,0.0,12.89,30.3
Mar,12.22,19.32,16.6,11.65,19.67,9.59,0.0,0.0,23.6,0.0,0.0,15.9,5.4
Apr,5.78,12.99,0.0,3.79,12.5,1.58,52.13,25.99,5.83,52.35,28.43,2.84,14.3
May,26.5,15.19,12.96,24.49,18.15,9.12,16.58,19.8,5.06,16.22,22.85,16.0,4.8
Jun,10.35,37.4,117.13,39.11,44.67,39.34,21.75,37.34,51.9,21.87,24.81,56.6,61.1
Jul,141.01,150.87,161.54,131.08,154.09,162.96,221.19,168.41,161.6,222.06,206.09,162.4,221.0
Aug,90.42,138.17,140.36,84.68,99.16,143.42,96.55,146.99,134.82,102.73,213.35,132.59,49.7
Sep,61.74,79.57,14.59,48.68,73.84,26.58,73.62,24.66,40.45,67.64,20.71,61.06,328.0
Oct,1.18,6.64,0.04,0.65,0.57,0.0,0.0,0.0,1.36,0.0,0.0,26.99,0.0
Nov,0.76,3.88,0.0,0.61,3.74,0.0,4.77,8.62,15.63,5.96,0.0,8.47,0.0
Dec,8.98,10.19,8.66,7.36,9.63,0.0,10.32,11.61,5.65,0.0,11.73,11.01,0.0
