Month,SVM-2,MLR-2,ANN-2,SVM-3,MLR-3,ANN-3,SVM-4,MLR-4,ANN-4,Original
Jan,5.03,4.28,0.0,4.61,0.0,4.74,7.04,0.0,3.15,0.0
Feb,0.0,1.31,9.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mar,0.5,1.81,0.0,3.84,0.0,4.81,1.28,0.0,4.91,0.0
Apr,0.17,1.0,0.0,0.3,1.18,4.74,0.91,1.41,0.0,0.3
May,0.0,6.7,0.0,22.59,0.0,5.68,0.0,0.0,15.68,0.0
Jun,13.41,30.22,48.56,86.74,61.85,42.91,62.66,58.29,36.73,71.4
Jul,187.29,204.26,100.55,152.99,223.73,173.49,186.98,248.56,197.11,168.4
Aug,106.37,196.34,76.38,300.9,253.37,211.37,282.27,247.41,232.48,179.0
Sep,194.4,170.83,22.45,126.51,79.01,52.11,107.72,76.99,57.32,189.7
Oct,6.41,12.37,25.6,0.35,6.29,16.7,7.98,7.39,8.7,0.0
Nov,0.18,13.64,1.78,0.0,0.0,20.66,0.0,0.0,7.82,0.0
Dec,2.88,5.89,0.07,0.1,12.0,0.0,0.0,21.44,17.28,0.0
