Month,SVM-2,MLR-2,ANN-2,SVM-3,MLR-3,ANN-3,SVM-4,MLR-4,ANN-4,Original
Jan,7.3,10.84,15.76,4.6,1.3,12.43,0.0,2.72,6.28,1.0
Feb,2.61,4.57,23.14,1.22,4.09,20.22,0.0,3.25,0.0,1.0
Mar,0.0,0.38,15.98,0.68,1.51,13.54,2.19,2.29,4.79,0.0
Apr,0.85,1.35,17.92,0.57,5.73,7.22,2.07,7.49,0.0,8.5
May,1.38,3.52,20.05,0.0,8.25,0.0,5.79,8.26,1.8,5.8
Jun,25.92,34.69,36.54,31.97,46.61,5.98,42.53,45.76,24.63,23.7
Jul,171.84,187.01,111.09,126.4,138.04,99.91,131.45,141.82,118.08,315.2
Aug,137.48,203.44,92.51,159.36,152.21,130.03,157.23,163.19,135.78,203.3
Sep,217.62,177.48,53.49,90.28,97.19,76.65,54.95,136.68,85.95,149.3
Oct,11.59,20.34,4.71,0.0,18.49,14.1,0.0,18.81,14.82,0.0
Nov,0.1,5.13,0.0,6.49,6.75,0.0,6.76,7.22,7.59,0.0
Dec,0.58,8.34,0.0,2.7,9.42,0.0,21.51,23.55,0.0,0.0
