Month,SVM-2,MLR-2,ANN-2,SVM-3,MLR-3,ANN-3,SVM-4,MLR-4,ANN-4,Original
Jan,8.32,12.56,20.53,9.95,0.0,5.89,15.48,0.0,4.48,0.0
Feb,18.78,12.39,15.46,7.78,0.0,16.69,10.08,0.0,3.11,0.0
Mar,1.82,0.0,29.53,44.11,16.53,20.0,15.67,16.57,17.14,0.4
Apr,10.56,25.63,7.53,27.64,45.05,29.68,58.64,81.14,34.63,123.0
May,140.82,54.7,26.91,36.9,133.69,110.17,146.52,262.73,120.87,150.2
Jun,131.1,118.82,108.21,44.58,109.21,90.53,125.64,242.78,102.51,239.4
Jul,269.5,243.85,123.05,281.88,428.65,230.65,278.3,424.1,246.45,329.0
Aug,177.02,254.55,129.19,211.63,238.43,205.46,240.57,282.65,217.28,307.6
Sep,290.45,187.9,76.62,153.34,149.97,174.99,164.71,119.73,182.91,461.0
Oct,207.96,192.93,39.98,99.56,61.13,186.4,91.94,0.0,181.61,228.1
Nov,16.32,25.82,0.0,30.38,29.36,12.9,30.13,25.08,18.31,0.0
Dec,38.71,8.32,0.0,0.0,3.7,0.0,9.22,15.59,13.66,3.5
