Month,SVM-1,MLR-1,ANN-1,SVM-2,MLR-2,ANN-2,SVM-3,MLR-3,ANN-3,SVM-4,MLR-4,ANN-4,Original
Jan,0.1,3.19,0.0,0.11,3.07,3.94,0.3,5.12,4.62,2.25,8.54,5.75,0.0
Feb,1.59,7.15,0.34,0.79,4.31,0.0,0.1,0.49,0.0,0.05,0.79,0.51,0.0
Mar,7.28,9.77,0.11,7.94,9.91,1.64,8.61,11.47,0.0,12.94,10.93,7.92,0.0
Apr,3.1,26.61,0.2,6.43,18.29,1.95,2.9,23.39,0.0,4.41,37.69,13.05,22.0
May,35.51,35.46,18.78,38.93,40.32,30.71,59.78,29.19,16.24,36.24,29.37,22.35,12.0
Jun,181.77,166.9,205.35,181.5,191.08,199.79,147.49,224.76,175.92,134.84,219.5,185.31,182.3
Jul,283.37,289.86,300.22,299.21,295.79,298.48,375.36,407.42,0.0,373.14,334.75,0.0,416.9
Aug,386.72,271.47,468.06,367.35,338.54,458.33,374.49,300.97,0.0,365.39,300.42,0.0,434.2
Sep,190.88,216.26,88.18,199.82,219.2,93.17,355.29,453.4,0.0,355.27,440.58,0.0,178.7
Oct,87.21,97.97,53.57,88.3,97.82,67.19,53.98,80.78,79.74,54.65,24.27,76.57,26.0
Nov,10.4,21.05,0.0,13.4,21.17,14.25,28.07,26.5,14.13,21.48,28.55,5.97,0.0
Dec,0.1,3.23,0.81,0.14,3.24,0.0,0.14,0.0,1.94,0.23,0.0,7.49,50.0
