Month,SVM-1,MLR-1,ANN-1,SVM-2,MLR-2,ANN-2,SVM-3,MLR-3,ANN-3,SVM-4,MLR-4,ANN-4,Original
Jan,25.85,23.08,34.56,29.62,23.26,8.39,61.13,0.0,37.55,67.8,0.0,29.46,12.1
Feb,14.56,22.93,0.0,23.02,19.99,0.0,10.56,6.29,6.23,11.61,0.02,14.36,24.5
Mar,12.34,21.8,0.0,21.25,21.81,3.33,0.0,0.0,28.29,2.22,24.12,18.0,8.6
Apr,7.05,12.84,0.0,5.08,11.33,19.62,0.0,0.0,10.76,0.0,0.0,7.25,10.9
May,3.25,16.41,27.72,2.94,18.66,2.45,6.45,26.78,20.56,10.56,26.07,13.38,9.7
Jun,61.07,59.86,71.64,69.09,66.0,67.0,124.95,47.28,61.92,125.04,73.18,65.87,310.0
Jul,160.98,176.16,206.29,167.23,196.16,203.41,129.47,190.86,212.46,126.96,219.83,211.15,268.3
Aug,140.61,163.33,212.6,130.32,116.42,212.07,47.14,201.9,261.12,44.52,217.59,223.71,154.8
Sep,80.97,93.02,108.09,80.76,143.77,111.29,113.6,254.8,139.94,122.69,164.39,149.93,372.6
Oct,1.9,8.71,0.0,1.11,8.33,4.79,0.0,0.0,1.6,0.0,0.0,23.49,7.4
Nov,0.83,5.58,0.57,0.78,5.22,3.9,1.74,11.47,1.86,2.05,7.61,2.7,8.3
Dec,0.7,11.51,3.95,0.0,11.64,0.0,50.47,14.76,10.33,49.98,25.59,7.56,0.0
