Month,SVM-2,MLR-2,ANN-2,SVM-3,MLR-3,ANN-3,SVM-4,MLR-4,ANN-4,Original
Jan,1.02,5.99,6.03,3.01,0.0,0.29,0.0,4.84,16.09,0.0
Feb,0.38,6.38,14.76,0.1,4.09,5.79,4.23,2.14,0.0,8.0
Mar,9.35,14.89,0.0,0.91,4.68,0.0,0.72,4.97,10.96,3.2
Apr,12.74,12.62,0.0,0.0,4.64,5.05,0.83,6.82,0.0,9.1
May,5.46,7.91,16.2,3.61,2.01,0.0,0.0,3.28,4.5,0.0
Jun,173.78,160.61,63.29,169.43,150.69,89.76,189.09,180.64,114.17,237.0
Jul,225.02,236.57,67.22,175.87,180.2,186.03,177.61,184.56,194.27,181.0
Aug,118.28,234.01,73.83,76.11,164.48,150.48,169.58,199.67,155.78,251.0
Sep,294.23,259.21,76.86,134.54,148.98,122.26,149.97,210.87,132.07,29.6
Oct,69.29,72.03,8.4,6.7,43.63,56.05,5.78,42.78,62.96,0.0
Nov,0.31,15.64,13.55,0.1,28.6,23.5,1.78,26.42,25.55,
Dec,0.21,8.41,10.22,0.1,0.0,0.0,0.0,0.0,0.0,
