Month,SVM-1,MLR-1,ANN-1,SVM-2,MLR-2,ANN-2,SVM-3,MLR-3,ANN-3,SVM-4,MLR-4,ANN-4,Original
Jan,7.06,8.18,2.01,7.26,8.27,0.0,12.84,7.15,9.0,7.58,6.84,6.55,0.0
Feb,9.39,12.85,0.0,12.43,9.33,0.0,0.0,0.97,8.18,0.0,0.0,5.19,3.2
Mar,5.11,11.69,5.12,13.54,10.63,0.0,10.59,0.0,6.62,9.7,0.0,6.09,1.8
Apr,4.55,9.35,0.0,2.09,8.33,10.42,11.38,7.16,11.46,0.2,2.16,3.7,9.7
May,7.27,12.35,0.0,7.93,14.31,0.0,0.0,31.39,0.0,0.0,39.4,7.78,12.5
Jun,64.95,27.99,7.77,160.47,41.59,30.87,38.22,0.0,47.32,42.02,0.0,29.44,87.3
Jul,51.79,76.42,12.04,50.0,75.33,39.07,35.13,97.0,22.55,31.47,141.35,13.71,202.3
Aug,91.52,88.55,21.26,95.4,77.73,18.31,106.17,109.32,49.69,106.5,108.6,69.98,22.7
Sep,23.17,36.4,37.3,20.73,45.41,22.99,0.0,52.44,21.45,0.0,47.91,35.89,62.4
Oct,0.75,4.05,0.01,0.45,0.8,0.0,0.35,0.0,0.93,0.08,0.0,5.98,0.0
Nov,0.37,2.7,7.79,0.13,2.63,0.0,0.76,15.29,0.0,1.21,26.08,3.17,0.0
Dec,3.28,6.49,7.81,2.99,5.65,0.8,32.46,10.37,0.0,20.14,9.9,8.0,0.0
