Month,SVM-2,MLR-2,ANN-2,SVM-3,MLR-3,ANN-3,SVM-4,MLR-4,ANN-4,Original
Jan,2.95,6.82,5.09,11.7,9.22,21.71,5.56,5.96,12.67,0.0
Feb,7.37,12.02,20.61,3.98,7.29,18.21,1.63,2.21,4.41,28.4
Mar,18.7,25.86,9.18,54.84,17.02,27.66,13.31,15.62,5.98,5.2
Apr,2.1,27.79,1.44,18.45,5.15,0.0,2.56,5.67,13.02,1.3
May,5.89,38.06,0.0,4.9,16.39,4.9,4.42,26.54,14.36,0.6
Jun,115.49,241.22,55.85,124.17,170.08,165.1,115.71,180.8,173.73,242.7
Jul,507.83,478.77,82.26,407.71,435.17,430.74,457.49,640.75,441.45,474.9
Aug,327.57,360.92,88.17,259.52,314.83,315.19,268.82,236.52,323.22,471.8
Sep,197.41,304.89,67.29,225.82,227.68,230.91,179.32,277.31,240.31,105.3
Oct,32.83,51.48,19.11,41.33,43.49,57.43,23.74,44.03,69.51,0.0
Nov,36.18,22.87,11.13,2.17,5.91,0.0,0.0,5.57,4.37,0.0
Dec,0.09,5.3,10.78,0.07,0.0,0.0,0.0,0.0,11.36,25.5
