Month,SVM-1,MLR-1,ANN-1,SVM-2,MLR-2,ANN-2,SVM-3,MLR-3,ANN-3,SVM-4,MLR-4,ANN-4,Original
Jan,0.55,3.13,0.26,1.05,6.21,1.37,0.0,0.0,4.21,0.0,0.15,4.15,0.0
Feb,0.24,1.8,0.42,0.32,1.91,0.0,0.19,8.81,5.97,0.0,6.6,8.63,2.2
Mar,1.7,4.09,0.38,2.43,4.67,2.02,0.28,3.26,0.0,1.65,4.81,0.0,0.0
Apr,0.42,2.12,0.0,0.14,2.0,4.91,1.65,8.58,9.09,0.68,7.76,14.65,0.0
May,4.95,8.34,1.39,3.01,6.95,1.5,1.15,10.76,8.07,2.7,9.7,16.73,0.0
Jun,153.43,129.08,112.61,129.5,127.17,115.53,127.62,105.32,81.19,127.55,85.55,82.69,176.3
Jul,304.77,300.31,303.11,286.13,278.66,0.0,298.0,331.65,0.0,297.57,413.85,0.0,247.8
Aug,236.12,255.29,168.1,232.74,259.47,176.66,446.93,365.06,192.99,401.18,405.54,176.28,154.0
Sep,146.12,185.99,166.98,150.1,191.27,170.37,64.74,125.12,155.32,32.31,126.15,151.51,92.5
Oct,29.67,29.03,3.06,41.65,29.33,2.75,20.64,29.97,14.85,20.75,20.22,8.7,2.7
Nov,0.1,21.97,0.82,0.11,24.83,0.0,0.0,3.07,0.0,0.0,0.0,15.11,0.0
Dec,1.07,6.39,0.64,1.48,7.19,0.0,2.05,1.1,10.27,2.13,2.16,0.0,0.0
