Month,SVM-2,MLR-2,ANN-2,SVM-3,MLR-3,ANN-3,SVM-4,MLR-4,ANN-4,Original
Jan,1.43,3.91,0.0,0.5,0.0,11.18,0.4,0.0,9.07,0.0
Feb,0.58,5.82,0.0,22.64,9.57,6.75,1.01,13.37,1.6,0.0
Mar,1.33,0.1,18.61,1.0,0.41,0.0,0.2,0.42,0.0,3.5
Apr,4.95,5.1,5.94,4.9,13.14,0.0,4.78,14.9,6.28,19.6
May,63.07,32.15,41.33,81.7,191.41,41.0,259.75,164.14,62.26,19.8
Jun,63.07,106.62,27.95,106.38,160.84,120.65,163.26,170.03,133.45,149.9
Jul,201.12,212.83,62.38,173.2,248.99,200.89,246.56,248.84,216.34,346.7
Aug,176.56,222.33,47.83,135.9,246.68,203.36,238.56,261.63,212.73,417.7
Sep,191.29,201.91,74.77,148.71,213.52,195.84,199.43,241.66,198.97,65.8
Oct,106.02,132.52,64.23,79.4,123.34,126.18,105.44,115.85,131.73,26.7
Nov,29.68,88.67,12.72,44.19,73.53,90.53,38.74,77.71,92.18,10.6
Dec,8.83,12.21,5.56,0.7,46.96,26.24,18.01,57.95,13.37,61.2
