Month,SVM-2,MLR-2,ANN-2,SVM-3,MLR-3,ANN-3,SVM-4,MLR-4,ANN-4,Original
Jan,1.62,6.73,20.94,0.0,0.25,0.0,1.62,0.0,4.39,0.0
Feb,1.43,6.42,2.27,0.0,0.0,11.54,0.08,0.0,11.34,0.0
Mar,11.74,12.83,0.0,43.2,10.32,0.0,3.73,18.92,14.58,3.1
Apr,29.26,40.35,40.01,42.55,44.81,44.72,42.37,0.0,47.11,117.1
May,27.16,39.67,32.62,38.9,72.71,65.64,48.53,86.93,70.68,52.6
Jun,151.15,188.59,106.91,80.29,239.26,193.89,168.17,617.38,212.68,425.2
Jul,406.23,308.18,130.13,521.13,276.38,342.66,360.18,467.89,374.37,181.3
Aug,246.71,302.43,99.37,285.14,268.37,301.02,426.84,430.5,323.35,313.2
Sep,262.92,163.43,65.61,314.51,291.16,246.75,355.18,372.91,259.4,552.5
Oct,89.77,71.97,50.98,105.78,0.0,115.85,33.8,0.0,114.44,13.0
Nov,29.58,41.34,17.89,64.8,70.19,49.63,15.79,77.8,63.29,0.0
Dec,0.22,7.9,0.0,23.22,10.22,0.0,2.02,0.0,15.68,8.6
