Month,SVM-2,MLR-2,ANN-2,SVM-3,MLR-3,ANN-3,SVM-4,MLR-4,ANN-4,Original
Jan,22.91,20.59,0.0,6.67,5.87,3.76,5.27,15.38,0.42,0.0
Feb,8.27,9.29,0.0,3.22,5.82,0.0,2.52,1.16,12.26,0.0
Mar,2.02,0.26,0.0,0.0,0.63,0.0,4.18,0.31,0.0,0.0
Apr,7.18,10.34,0.0,24.73,22.77,0.0,27.63,25.09,5.7,0.0
May,32.12,43.95,15.28,0.0,68.17,41.42,25.13,97.73,57.53,71.7
Jun,117.03,78.94,41.49,116.3,101.91,57.01,115.33,123.41,79.19,79.6
Jul,198.0,190.44,134.22,130.1,252.25,212.22,223.67,207.83,236.76,230.1
Aug,296.45,215.86,122.24,414.97,236.73,207.02,150.82,260.94,217.63,354.5
Sep,160.57,145.33,87.65,142.75,194.99,151.04,196.64,178.91,167.39,109.1
Oct,56.9,67.76,5.85,0.0,43.78,63.26,0.0,26.69,66.27,11.4
Nov,9.5,6.2,0.0,0.07,0.01,0.0,0.07,0.0,0.0,0.0
Dec,0.29,2.19,19.01,0.0,0.0,0.0,0.0,0.0,6.63,11.6
