Month,SVM-2,MLR-2,ANN-2,SVM-3,MLR-3,ANN-3,SVM-4,MLR-4,ANN-4,Original
Jan,17.68,20.45,0.0,20.55,24.64,31.55,21.27,30.93,25.91,25.1
Feb,53.62,48.06,7.04,120.5,71.36,47.13,93.98,91.12,63.61,62.3
Mar,380.75,72.39,12.21,121.79,106.48,78.05,130.15,122.19,93.26,175.0
Apr,317.79,174.79,44.91,247.98,235.28,265.87,249.19,436.15,270.56,202.3
May,315.21,272.05,87.37,310.28,382.37,350.5,350.18,489.6,362.15,417.0
Jun,523.07,428.67,107.42,735.3,810.95,691.28,733.8,825.99,708.34,478.6
Jul,311.69,469.24,132.72,1112.29,928.7,799.62,708.32,869.97,811.66,787.6
Aug,272.08,312.96,134.82,457.83,717.86,681.94,652.35,894.82,687.98,152.0
Sep,253.78,333.46,67.65,1140.93,952.23,676.1,525.51,1011.79,681.72,753.9
Oct,81.99,130.04,24.47,61.5,201.11,194.24,252.91,589.98,202.84,93.7
Nov,9.16,23.1,3.69,8.75,36.29,51.81,27.82,117.55,50.08,136.9
Dec,24.96,32.8,9.14,7.7,44.86,49.12,9.04,18.49,44.94,16.6
