Month,SVM-1,MLR-1,ANN-1,SVM-2,MLR-2,ANN-2,SVM-3,MLR-3,ANN-3,SVM-4,MLR-4,ANN-4,Original
Jan,27.97,18.41,85.65,43.51,20.09,54.85,69.17,53.02,0.0,70.36,58.93,7.57,4.6
Feb,16.44,21.94,0.0,27.61,17.4,12.72,1.21,13.01,0.0,1.93,0.0,14.5,21.1
Mar,15.22,17.66,0.0,13.95,17.41,12.5,0.0,0.0,16.52,13.43,0.0,15.3,0.7
Apr,7.26,11.47,9.56,2.89,9.92,0.0,18.63,10.58,2.93,11.49,6.93,8.02,7.1
May,11.19,16.62,0.0,11.2,16.85,14.67,5.95,8.61,11.27,0.0,3.13,15.71,20.5
Jun,30.02,60.47,83.24,36.44,76.27,89.03,0.0,40.84,71.6,25.67,30.38,68.4,135.8
Jul,217.38,190.1,81.06,215.82,196.61,88.5,181.98,194.31,110.38,198.28,142.68,108.35,246.5
Aug,162.28,191.25,222.43,163.31,170.17,223.18,192.68,93.93,230.03,203.5,107.69,224.79,252.2
Sep,72.34,99.96,92.61,78.13,104.91,98.19,38.74,138.9,101.91,41.78,74.75,110.08,210.6
Oct,3.47,9.73,0.78,3.16,8.78,1.03,0.0,0.0,16.57,0.0,0.0,15.29,29.9
Nov,0.55,4.98,0.0,1.04,5.32,8.09,4.44,4.44,5.51,3.61,3.52,0.0,1.8
Dec,8.27,9.06,0.0,8.55,8.44,0.0,11.78,15.78,5.46,12.16,15.83,9.45,10.3
