Month,SVM-2,MLR-2,ANN-2,SVM-3,MLR-3,ANN-3,SVM-4,MLR-4,ANN-4,Original
Jan,7.31,11.64,0.0,0.0,0.0,6.4,0.66,0.0,4.59,10.6
Feb,28.23,24.58,0.0,9.73,7.21,5.99,3.84,7.22,10.64,7.7
Mar,48.42,73.26,36.24,212.18,56.08,47.4,28.72,82.34,40.02,42.5
Apr,122.58,167.15,51.41,162.51,143.51,161.31,158.72,132.46,175.94,140.6
May,429.6,417.58,116.45,307.9,326.08,290.62,306.16,332.83,291.31,282.1
Jun,564.97,562.69,149.32,440.54,374.82,343.88,365.4,374.34,346.3,485.6
Jul,453.9,506.95,165.7,219.9,290.33,287.71,300.04,295.32,292.69,207.0
Aug,442.74,440.11,152.5,388.1,329.86,357.12,396.06,299.58,361.96,487.5
Sep,281.52,305.0,113.2,69.98,165.1,278.77,291.46,154.98,283.91,213.8
Oct,129.49,251.34,54.58,240.63,454.63,193.75,292.13,393.48,199.74,106.5
Nov,24.39,45.45,20.47,26.81,0.0,29.3,4.84,12.62,27.15,3.9
Dec,5.92,10.34,5.77,21.13,10.48,8.29,0.0,0.0,13.02,2.6
