Month,SVM-1,MLR-1,ANN-1,SVM-2,MLR-2,ANN-2,SVM-3,MLR-3,ANN-3,SVM-4,MLR-4,ANN-4,Original
Jan,10.92,11.44,0.0,10.11,11.43,0.0,1.31,6.35,0.0,0.0,6.04,13.87,2.0
Feb,4.21,8.9,0.4,3.25,7.5,0.0,1.78,1.05,1.98,1.19,0.62,6.56,3.0
Mar,3.6,7.58,0.93,1.88,6.43,2.71,11.64,0.0,0.0,0.0,0.0,11.33,0.0
Apr,2.61,2.76,1.06,1.78,2.85,4.36,1.53,2.13,4.48,1.95,2.2,4.9,7.0
May,13.45,7.77,0.0,10.79,6.79,3.48,22.04,18.72,16.96,17.22,18.73,0.0,5.0
Jun,42.17,61.49,35.67,42.7,61.9,45.68,92.03,39.13,22.4,90.81,45.77,30.31,23.5
Jul,249.16,244.26,69.46,226.81,241.64,81.7,251.04,238.79,94.22,260.26,230.72,96.94,231.5
Aug,203.84,218.26,100.23,204.94,231.2,116.03,111.05,115.96,105.93,120.75,118.17,102.12,134.8
Sep,87.69,128.26,33.04,91.35,121.36,60.1,16.8,49.23,52.64,16.79,28.89,47.25,160.3
Oct,2.95,19.19,0.0,2.19,17.49,12.91,17.49,28.93,9.59,17.78,40.95,9.84,0.0
Nov,0.39,5.34,0.0,0.75,6.27,0.0,0.0,3.75,18.04,0.13,1.6,9.54,0.0
Dec,2.86,6.92,0.0,3.06,7.0,2.51,0.07,3.04,1.78,0.02,3.01,0.0,0.0
