Month,SVM-2,MLR-2,ANN-2,SVM-3,MLR-3,ANN-3,SVM-4,MLR-4,ANN-4,Original
Jan,6.47,6.25,0.0,0.0,18.41,7.14,3.44,3.25,15.16,2.1
Feb,1.72,9.39,2.98,0.68,0.0,15.68,0.38,0.0,1.33,29.3
Mar,0.0,11.19,5.12,59.9,20.87,31.22,67.1,0.0,32.17,49.6
Apr,64.3,13.05,43.39,56.77,71.99,26.0,61.32,64.1,45.29,116.6
May,141.09,81.25,56.81,199.58,177.61,89.84,162.99,179.01,115.43,209.3
Jun,170.02,266.32,203.88,206.55,163.42,123.42,172.59,164.86,136.9,211.4
Jul,267.97,211.29,194.89,215.82,153.38,188.41,179.72,146.08,219.16,235.6
Aug,135.64,177.98,133.26,199.92,184.04,151.3,187.39,151.95,173.41,265.5
Sep,132.0,206.78,53.7,135.71,203.22,130.77,133.85,203.09,159.61,164.4
Oct,152.72,204.08,99.71,118.0,117.92,132.0,119.07,133.57,149.33,258.1
Nov,137.64,161.05,54.21,96.14,66.78,183.91,96.07,34.32,186.77,145.3
Dec,28.91,35.79,14.01,35.32,58.55,51.97,41.36,56.21,46.41,12.4
