Month,SVM-2,MLR-2,ANN-2,SVM-3,MLR-3,ANN-3,SVM-4,MLR-4,ANN-4,Original
Jan,13.71,16.27,0.0,16.21,10.33,9.34,19.11,13.16,18.46,0.0
Feb,0.28,9.63,15.94,5.16,8.47,11.9,4.75,0.0,3.43,0.0
Mar,15.21,0.0,0.0,0.0,0.0,0.0,0.82,0.0,14.62,0.0
Apr,1.4,3.86,16.72,24.26,17.79,0.0,18.56,17.02,14.05,0.0
May,2.52,5.69,0.0,0.0,11.78,14.64,0.0,11.41,6.48,5.2
Jun,58.46,76.65,71.49,74.29,105.22,61.54,97.51,125.43,73.81,55.2
Jul,184.89,159.69,133.65,0.0,223.71,187.3,17.03,278.0,213.04,311.7
Aug,317.91,229.41,107.07,260.0,248.66,216.72,273.93,260.25,230.67,200.9
Sep,199.81,162.98,55.62,112.68,152.66,158.04,117.98,163.48,162.01,132.3
Oct,46.99,55.64,31.52,27.68,32.24,38.24,18.19,46.15,40.19,17.0
Nov,0.0,10.16,12.87,0.0,1.77,0.0,0.1,0.57,0.0,0.0
Dec,2.81,3.03,11.74,0.34,0.11,9.57,0.48,0.25,0.0,10.8
