Month,SVM-2,MLR-2,ANN-2,SVM-3,MLR-3,ANN-3,SVM-4,MLR-4,ANN-4,Original
Jan,8.49,11.99,0.0,76.46,20.58,13.29,0.0,20.2,6.33,6.8
Feb,5.92,7.53,10.75,5.0,3.91,3.39,9.52,6.45,20.3,7.0
Mar,13.39,2.2,0.0,9.02,5.24,12.21,2.77,5.01,22.38,0.0
Apr,1.71,1.6,0.0,2.62,10.35,0.0,10.57,11.91,0.0,4.3
May,1.74,5.87,6.61,0.0,7.5,0.0,3.96,9.37,8.26,1.7
Jun,19.45,24.31,42.07,69.6,98.83,12.42,73.45,88.06,30.01,68.5
Jul,87.57,104.41,63.96,98.29,137.03,88.13,108.71,128.5,107.42,105.0
Aug,79.62,65.4,35.89,99.9,102.71,85.56,114.23,115.18,91.9,64.2
Sep,68.97,85.66,10.72,146.11,102.7,70.11,150.47,97.83,78.8,155.7
Oct,4.95,7.75,0.0,0.1,9.21,0.0,1.12,28.35,16.89,0.0
Nov,1.59,4.01,0.0,3.6,2.96,0.0,6.71,3.77,17.98,0.8
Dec,1.01,5.01,0.0,3.83,1.91,5.67,2.36,4.58,0.0,3.3
