Month,SVM-1,MLR-1,ANN-1,SVM-2,MLR-2,ANN-2,SVM-3,MLR-3,ANN-3,SVM-4,MLR-4,ANN-4,Original
Jan,11.62,11.91,0.0,14.05,11.83,0.0,10000.0,14.0,1.75,10000.0,14.03,3.89,
Feb,23.26,32.96,0.01,23.96,29.05,11.86,10000.0,2.5,0.0,10000.0,2.62,0.72,
Mar,69.98,94.45,1.62,61.67,87.71,21.79,16.53,17.06,11.41,17.14,17.76,14.6,
Apr,189.07,224.48,42.28,189.1,259.11,50.38,10000.0,420.27,236.62,10000.0,420.27,192.68,
May,369.69,397.72,0.0,361.33,442.61,0.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,
Jun,14.03,453.42,0.0,226.59,446.48,0.0,35.64,47.68,76.41,35.98,47.07,75.04,610.8
Jul,266.25,460.99,0.0,335.88,353.99,0.0,10000.0,383.44,171.82,10000.0,383.44,163.97,420.0
Aug,472.05,470.96,0.0,461.59,453.08,0.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,579.5
Sep,305.36,347.64,0.0,309.98,355.57,0.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,128.8
Oct,178.01,190.19,63.41,177.93,220.48,70.23,10000.0,137.31,104.73,10000.0,137.29,104.15,64.0
Nov,21.92,47.12,0.15,21.18,45.85,19.33,10000.0,0.0,2.64,10000.0,0.0,0.0,13.4
Dec,2.43,6.77,0.0,2.05,4.87,0.0,10000.0,0.0,0.41,10000.0,0.0,1.79,7.6
