Month,SVM-2,MLR-2,ANN-2,SVM-3,MLR-3,ANN-3,SVM-4,MLR-4,ANN-4,Original
Jan,29.73,0.0,0.0,2.65,6.83,6.31,3.72,3.01,0.03,0.0
Feb,33.23,14.31,0.0,0.0,14.3,2.03,8.71,33.09,2.1,7.8
Mar,0.0,6.66,7.61,0.1,0.37,0.0,0.41,1.64,0.0,2.6
Apr,39.51,42.35,0.0,71.67,18.49,9.06,6.31,40.58,8.39,6.0
May,0.23,32.06,1.86,93.62,20.21,2.99,1.89,5.64,2.92,22.2
Jun,13.46,19.9,12.66,82.99,88.31,0.0,52.34,153.36,31.11,6.2
Jul,106.19,30.1,14.42,38.9,44.05,17.41,40.28,110.44,26.22,8.4
Aug,29.68,0.0,13.98,10000.0,9.07,2.02,10000.0,0.0,5.45,2.0
Sep,0.0,45.52,0.0,328.05,91.12,55.58,4.47,148.8,54.67,2.3
Oct,11.93,11.3,0.0,16.09,3.59,0.0,0.0,6.29,7.55,0.0
Nov,1.75,10.35,8.6,0.1,60.62,0.0,0.0,0.0,4.75,19.2
Dec,1.66,8.7,0.99,0.0,7.65,19.92,4.74,4.1,0.0,1.4
