Month,SVM-2,MLR-2,ANN-2,SVM-3,MLR-3,ANN-3,SVM-4,MLR-4,ANN-4,Original
Jan,1.68,9.0,0.0,0.0,0.0,13.33,10.08,0.0,11.33,0.0
Feb,0.2,0.0,3.07,9.5,0.0,0.0,0.0,0.0,0.66,0.1
Mar,2.0,0.0,13.96,12.3,11.89,1.17,5.74,11.77,8.36,0.3
Apr,35.98,19.77,28.01,56.6,42.37,34.82,63.81,65.03,23.59,91.1
May,15.41,34.64,43.23,51.6,59.0,59.93,69.5,75.15,63.06,122.3
Jun,124.42,119.61,85.2,125.31,105.82,108.31,128.22,129.17,114.34,180.0
Jul,288.69,277.57,112.42,360.74,345.95,320.48,352.44,380.09,333.44,414.9
Aug,292.58,263.42,101.62,345.5,275.11,252.07,263.25,322.1,258.4,299.2
Sep,237.01,186.33,63.73,251.13,184.97,159.77,214.69,162.15,167.55,367.4
Oct,83.02,98.16,26.7,98.68,85.8,115.87,78.82,95.81,126.51,129.5
Nov,46.65,24.13,22.48,22.37,25.46,18.45,17.78,0.0,18.71,0.0
Dec,0.29,2.66,17.5,0.0,2.49,13.65,0.31,18.27,16.82,44.7
