Month,SVM-1,MLR-1,ANN-1,SVM-2,MLR-2,ANN-2,SVM-3,MLR-3,ANN-3,SVM-4,MLR-4,ANN-4,Original
Jan,2.77,8.47,0.46,3.19,9.46,0.0,0.0,5.37,0.0,0.0,0.0,11.99,0.0
Feb,3.0,5.51,1.59,2.81,5.13,8.82,0.89,6.8,0.0,0.44,6.08,2.91,13.3
Mar,3.4,6.1,0.0,3.24,6.16,0.0,22.16,15.82,4.66,19.73,21.76,6.04,1.5
Apr,1.62,4.39,0.0,1.99,4.3,13.34,0.0,6.06,0.82,0.88,5.06,0.0,3.7
May,2.14,9.77,3.15,4.53,9.78,7.99,11.02,15.55,1.61,11.59,11.68,11.55,0.5
Jun,97.15,110.54,75.77,91.88,114.91,81.99,58.28,160.1,72.85,59.55,188.06,86.6,113.5
Jul,358.79,356.94,0.0,370.48,320.24,0.0,419.28,336.19,0.0,421.46,494.41,0.0,352.9
Aug,282.65,319.75,2942.99,285.69,314.65,0.0,354.45,361.7,0.0,354.36,367.24,0.0,264.5
Sep,185.47,212.68,171.56,184.68,210.92,171.97,87.9,64.39,143.32,67.65,68.01,129.64,75.3
Oct,10.16,20.15,0.0,8.97,19.75,8.81,25.46,75.99,21.86,25.13,38.3,53.0,12.9
Nov,0.66,20.78,0.17,2.07,26.63,0.0,0.0,8.2,11.61,0.02,17.73,8.22,0.0
Dec,1.96,8.5,0.44,2.72,9.3,0.0,0.03,3.83,2.0,0.1,3.62,0.0,0.0
