Month,SVM-1,MLR-1,ANN-1,SVM-2,MLR-2,ANN-2,SVM-3,MLR-3,ANN-3,SVM-4,MLR-4,ANN-4,Original
Jan,14.87,19.18,0.0,14.05,17.01,13.04,2.1,14.32,12.57,2.69,6.06,12.29,0.0
Feb,15.99,19.17,0.0,18.56,18.53,14.57,18.96,9.95,20.1,20.28,15.37,5.41,2.4
Mar,6.85,12.94,0.0,6.94,11.03,0.0,12.52,1.24,10.89,0.55,0.0,0.61,0.0
Apr,2.35,5.16,2.09,0.2,7.62,0.0,15.66,20.42,0.0,6.72,0.0,0.0,11.5
May,8.75,10.18,8.68,7.27,10.69,9.98,36.45,20.65,8.21,33.86,24.06,21.41,12.7
Jun,84.66,101.48,31.7,82.36,100.73,34.79,74.25,76.68,29.36,73.41,63.8,53.76,69.4
Jul,329.08,306.08,387.02,319.86,320.32,308.72,421.02,434.8,504.35,439.8,485.25,493.98,252.3
Aug,285.32,278.61,0.0,275.09,271.01,0.0,263.03,257.32,153.17,259.97,273.49,171.34,207.6
Sep,146.78,178.3,75.88,145.19,142.05,81.66,124.98,136.05,89.77,127.23,137.46,94.84,150.5
Oct,25.74,30.92,1.27,15.54,29.45,0.0,2.01,45.59,18.18,6.59,0.0,26.31,0.0
Nov,0.1,11.03,0.0,0.1,10.66,0.0,0.39,7.0,10.39,0.1,5.41,7.38,0.0
Dec,0.78,3.06,0.85,1.43,3.01,9.79,0.0,1.33,0.0,0.03,0.81,7.18,0.0
