Month,SVM-2,MLR-2,ANN-2,SVM-3,MLR-3,ANN-3,SVM-4,MLR-4,ANN-4,Original
Jan,4.27,10.27,23.06,4.82,33.18,18.44,16.22,61.36,17.38,0.0
Feb,1.24,0.28,17.29,1.13,8.29,1.6,0.0,13.82,0.0,0.0
Mar,9.85,2.12,22.98,11.31,0.0,23.25,5.32,0.0,20.72,0.7
Apr,69.47,14.45,16.41,56.9,36.3,16.6,33.53,37.35,29.43,73.2
May,19.97,34.49,21.26,15.8,69.06,67.15,65.49,84.96,60.64,75.0
Jun,182.69,83.3,60.64,142.08,76.82,119.04,80.77,84.84,124.14,113.2
Jul,283.02,212.25,71.4,146.73,245.61,228.56,289.1,289.14,234.76,367.5
Aug,227.82,203.83,81.35,210.0,207.81,182.6,189.8,172.57,195.52,277.8
Sep,160.32,195.65,45.23,235.4,192.72,196.11,197.07,164.85,205.07,200.1
Oct,126.24,152.14,63.78,81.0,181.0,189.6,165.11,243.26,198.11,218.2
Nov,53.56,53.92,23.36,29.52,60.16,61.07,40.86,40.41,66.04,0.3
Dec,0.82,4.89,16.88,0.0,14.77,24.93,7.13,34.15,20.45,54.0
