Month,SVM-2,MLR-2,ANN-2,SVM-3,MLR-3,ANN-3,SVM-4,MLR-4,ANN-4,Original
Jan,5.17,9.02,14.84,13.36,16.28,8.17,34.34,15.95,13.28,0.0
Feb,5.83,8.03,0.0,9.37,0.0,0.0,0.0,0.0,5.7,1.4
Mar,1.68,5.01,0.0,16.53,8.23,2.23,26.0,7.16,5.37,25.8
Apr,3.11,3.89,7.65,7.22,2.02,7.48,0.3,0.0,3.88,0.0
May,6.24,10.39,0.0,22.8,21.53,10.02,20.06,21.65,0.0,23.2
Jun,14.99,21.87,19.96,39.97,104.16,3.52,98.97,105.46,37.89,47.6
Jul,72.23,97.32,39.42,97.93,102.19,29.03,77.72,97.15,53.37,144.6
Aug,63.78,47.58,27.81,104.63,88.81,86.7,107.59,126.4,87.71,47.6
Sep,3.22,12.72,7.64,19.72,51.83,31.97,16.75,60.33,51.6,0.3
Oct,0.0,0.0,7.98,18.4,15.41,17.62,19.83,0.0,5.25,3.9
Nov,0.24,1.71,5.43,3.31,0.21,5.4,9.48,0.0,5.24,0.0
Dec,0.51,3.9,12.66,2.0,0.0,0.0,0.99,0.0,6.17,0.0
