Month,SVM-2,MLR-2,ANN-2,SVM-3,MLR-3,ANN-3,SVM-4,MLR-4,ANN-4,Original
Jan,4.12,5.16,1.76,28.47,15.76,4.8,48.79,14.13,11.1,0.6
Feb,3.25,5.72,7.43,0.0,0.0,10.22,0.0,0.0,5.38,0.1
Mar,1.46,3.3,0.0,12.49,0.0,7.61,0.0,0.0,5.63,1.1
Apr,1.52,5.75,24.37,5.4,5.34,0.0,5.71,4.76,22.78,5.2
May,5.67,10.86,8.35,7.61,8.38,14.62,11.45,10.75,21.8,14.2
Jun,17.95,22.76,28.48,31.9,54.99,6.02,58.09,51.09,30.07,90.4
Jul,83.81,105.66,51.6,115.49,134.54,58.05,118.88,151.15,104.86,146.3
Aug,51.84,63.68,26.91,116.2,97.62,90.12,120.95,109.11,93.25,46.9
Sep,51.8,66.57,21.33,83.0,63.7,19.21,71.97,68.99,52.78,40.9
Oct,4.55,6.65,11.84,2.3,10.2,16.2,2.28,12.59,0.0,0.3
Nov,0.15,3.83,0.0,0.1,8.9,0.75,0.0,15.13,18.66,0.9
Dec,3.18,4.3,5.27,0.1,2.97,0.0,0.0,4.26,4.34,0.0
