Month,SVM-2,MLR-2,ANN-2,SVM-3,MLR-3,ANN-3,SVM-4,MLR-4,ANN-4,Original
Jan,3.29,8.3,17.07,27.1,0.0,13.71,0.0,0.0,16.59,0.0
Feb,3.29,2.08,25.07,5.39,0.0,0.0,12.44,0.0,9.66,0.1
Mar,7.11,0.0,0.0,11.56,1.54,11.97,3.33,1.67,12.7,1.6
Apr,5.63,10.8,20.48,34.1,17.62,0.0,30.9,22.57,18.05,28.9
May,4.2,14.77,8.99,18.05,33.05,5.1,25.55,28.62,32.12,94.2
Jun,128.06,142.01,90.62,215.52,138.23,79.2,185.9,107.17,114.99,179.2
Jul,312.54,316.89,116.5,428.03,353.87,314.84,409.43,373.01,330.01,394.2
Aug,303.92,409.05,147.36,366.11,338.13,354.07,317.24,320.24,360.72,400.5
Sep,174.98,207.36,79.84,233.5,209.32,185.57,222.62,301.47,190.56,123.6
Oct,22.65,44.35,24.94,16.03,41.92,70.6,36.57,54.96,70.58,5.5
Nov,8.21,6.48,0.89,0.0,12.62,0.0,0.41,2.47,15.56,0.0
Dec,0.14,3.37,10.82,0.86,8.68,0.0,2.6,10.92,2.49,92.6
