Month,SVM-2,MLR-2,ANN-2,SVM-3,MLR-3,ANN-3,SVM-4,MLR-4,ANN-4,Original
Jan,19.67,20.18,0.0,8.91,11.15,0.0,9.36,19.72,22.15,0.0
Feb,6.33,10.8,20.51,0.0,16.08,1.81,2.35,2.21,12.0,2.4
Mar,0.24,0.0,0.0,5.06,0.78,0.0,0.0,0.0,3.8,0.0
Apr,0.0,2.54,0.0,24.69,30.1,23.41,28.71,28.31,0.26,11.5
May,2.98,4.64,3.75,19.18,21.28,0.0,23.94,21.24,4.07,12.7
Jun,47.99,53.22,53.92,66.35,73.28,30.56,84.16,88.39,38.13,69.4
Jul,278.59,181.36,113.49,271.83,302.53,218.26,274.08,368.55,244.67,252.3
Aug,259.96,249.2,128.24,204.52,207.41,186.18,209.34,212.69,198.25,207.6
Sep,107.56,144.9,64.38,146.07,120.26,105.16,134.13,118.04,119.87,150.5
Oct,14.96,29.58,0.0,13.7,19.67,34.36,14.03,25.87,34.49,0.0
Nov,1.24,11.04,0.0,0.1,4.15,17.18,0.0,2.42,14.35,0.0
Dec,4.45,3.41,3.09,2.8,0.85,0.0,3.78,3.47,4.6,0.0
