Month,SVM-1,MLR-1,ANN-1,SVM-2,MLR-2,ANN-2,SVM-3,MLR-3,ANN-3,SVM-4,MLR-4,ANN-4,Original
Jan,2.06,5.73,0.85,2.61,5.75,7.45,0.0,0.78,0.0,0.0,0.0,0.0,3.4
Feb,5.9,8.59,0.0,11.49,5.05,3.47,0.0,3.24,5.62,0.58,0.0,10.07,0.0
Mar,0.56,6.87,0.35,1.59,5.75,0.0,0.0,0.0,0.0,0.0,7.71,11.96,0.0
Apr,3.18,7.83,0.0,4.9,8.88,0.0,27.24,8.49,8.04,25.54,8.31,0.0,0.0
May,8.21,12.35,0.0,19.57,15.09,1.67,14.8,15.58,0.0,21.04,18.66,11.81,0.6
Jun,24.66,34.23,56.32,6.25,41.51,61.16,29.82,46.26,58.23,18.27,47.35,60.29,52.2
Jul,79.11,85.05,42.66,82.96,83.26,49.79,91.77,87.03,44.77,91.48,92.75,64.56,42.3
Aug,89.5,83.82,25.0,91.04,81.73,43.36,63.33,77.04,30.51,63.05,76.49,49.92,5.7
Sep,32.76,40.1,17.51,44.79,49.63,28.56,52.36,68.34,31.35,48.53,37.35,39.0,37.9
Oct,0.71,3.39,0.18,0.45,2.6,0.0,0.0,0.0,4.77,0.0,0.0,13.23,0.0
Nov,0.1,1.53,0.13,0.12,1.41,0.0,0.47,0.75,0.0,0.4,1.82,0.41,0.0
Dec,2.18,3.95,0.37,3.24,3.44,11.31,0.09,1.36,1.34,0.36,1.29,9.7,0.0
