Month,SVM-2,MLR-2,ANN-2,SVM-3,MLR-3,ANN-3,SVM-4,MLR-4,ANN-4,Original
Jan,0.89,2.19,0.0,0.1,0.21,0.0,0.78,0.0,0.0,0.0
Feb,0.2,1.83,17.18,0.0,5.54,11.63,4.8,8.99,2.31,0.0
Mar,0.72,4.47,15.1,0.74,3.67,13.79,0.0,6.34,21.54,1.4
Apr,0.93,2.79,0.41,2.49,2.47,5.19,0.0,0.0,5.37,0.0
May,2.37,2.09,0.0,26.45,0.0,0.0,3.81,0.0,20.4,0.0
Jun,82.68,85.41,50.48,65.72,76.47,47.55,43.77,74.27,57.72,148.1
Jul,179.67,187.81,74.67,159.83,167.66,161.47,172.98,177.48,170.04,144.3
Aug,155.21,150.29,47.92,121.5,134.04,120.96,121.49,134.81,128.3,175.8
Sep,185.67,173.62,54.15,117.03,150.05,116.37,132.2,195.71,118.71,43.7
Oct,23.7,35.99,26.9,2.9,26.57,10.88,2.51,34.13,38.21,0.0
Nov,2.51,26.43,28.26,5.99,20.0,6.1,6.3,20.32,25.67,7.1
Dec,0.07,8.51,12.03,0.4,12.2,0.0,2.31,51.58,9.09,0.0
