Month,SVM-2,MLR-2,ANN-2,SVM-3,MLR-3,ANN-3,SVM-4,MLR-4,ANN-4,Original
Jan,8.43,10.48,9.43,0.1,0.0,3.2,0.0,0.0,13.75,0.0
Feb,2.42,6.52,0.0,23.66,9.53,18.46,11.22,14.03,7.54,1.0
Mar,0.15,0.0,10.63,31.78,5.55,0.0,36.21,3.21,2.01,0.0
Apr,3.17,5.08,18.36,15.0,7.24,0.0,15.98,8.07,0.0,0.0
May,7.22,8.29,27.25,37.27,37.9,0.0,23.01,40.15,13.71,10.0
Jun,107.36,104.97,61.77,62.98,124.82,89.86,64.1,0.0,125.13,60.2
Jul,344.24,337.3,130.0,243.41,253.86,248.47,257.93,72.65,271.04,238.3
Aug,87.99,323.31,85.15,219.13,195.97,214.12,218.79,160.36,218.1,172.0
Sep,228.51,347.49,65.47,233.37,222.44,174.95,223.47,263.06,178.57,55.0
Oct,22.22,60.27,25.38,34.22,36.34,59.56,21.08,42.41,66.08,0.0
Nov,0.89,6.45,15.74,0.0,32.73,20.2,0.19,31.11,16.87,0.0
Dec,0.22,4.67,9.32,3.55,2.26,11.73,4.25,12.05,0.0,0.0
