Month,SVM-1,MLR-1,ANN-1,SVM-2,MLR-2,ANN-2,SVM-3,MLR-3,ANN-3,SVM-4,MLR-4,ANN-4,Original
Jan,75.54,78.71,151.06,81.96,79.48,150.36,50.74,11.23,65.43,37.1,4.59,57.06,1.6
Feb,40.14,71.51,101.7,37.88,73.2,102.59,38.1,68.11,81.59,34.59,38.57,80.65,49.1
Mar,45.52,79.79,57.27,45.95,79.12,57.95,60.58,130.41,90.38,65.92,156.85,77.5,35.7
Apr,51.64,90.1,176.81,52.18,80.48,186.36,84.39,49.04,216.36,100.04,46.92,203.31,125.3
May,39.74,56.81,31.31,50.51,56.68,23.98,53.55,90.41,29.25,50.51,77.04,52.52,41.6
Jun,31.73,55.79,47.63,29.58,56.0,60.1,20.21,10.41,33.71,20.43,10.61,58.49,57.1
Jul,99.09,135.52,33.06,98.82,129.71,47.12,57.59,81.68,56.1,58.08,96.24,53.1,94.6
Aug,125.0,123.53,29.2,131.58,110.84,37.41,61.87,99.48,43.43,99.68,95.07,44.26,77.7
Sep,60.79,75.41,9.96,59.47,73.35,29.51,17.95,60.82,40.56,17.66,83.95,56.71,22.1
Oct,13.67,21.48,0.26,10.25,22.8,0.0,7.81,17.09,21.27,7.1,23.25,21.13,9.7
Nov,8.75,13.43,3.68,8.99,13.0,0.0,17.96,12.18,0.0,16.47,11.53,0.98,118.6
Dec,27.54,30.61,0.0,27.73,30.43,0.0,6.41,0.0,3.96,9.56,3.57,11.08,3.9
