Month,SVM-2,MLR-2,ANN-2,SVM-3,MLR-3,ANN-3,SVM-4,MLR-4,ANN-4,Original
Jan,16.87,19.15,0.0,17.28,19.88,20.19,32.12,43.14,16.28,0.0
Feb,6.83,10.08,23.62,15.58,29.6,7.78,17.64,24.42,25.18,10.0
Mar,2.11,1.5,0.0,6.1,5.41,16.04,2.93,5.44,11.37,0.0
Apr,3.89,5.02,17.31,0.0,3.73,21.9,0.98,3.38,10.14,19.9
May,7.93,13.3,5.73,30.99,31.25,14.09,30.31,34.88,23.06,30.8
Jun,41.11,54.7,54.15,95.73,127.95,56.02,91.77,123.08,88.57,36.2
Jul,235.01,224.3,130.59,479.28,265.63,235.24,215.7,268.35,249.61,246.6
Aug,296.55,282.79,103.47,152.16,218.57,201.92,175.57,137.69,207.55,278.9
Sep,204.81,208.43,63.0,118.07,138.89,117.76,161.08,139.57,130.6,85.7
Oct,25.99,57.49,29.4,4.52,25.32,52.23,26.95,81.24,62.86,0.0
Nov,0.23,3.26,3.57,1.2,3.27,18.22,1.62,3.29,3.63,0.0
Dec,5.18,7.58,0.0,2.69,0.14,0.0,3.67,5.33,5.58,0.0
