Month,SVM-2,MLR-2,ANN-2,SVM-3,MLR-3,ANN-3,SVM-4,MLR-4,ANN-4,Original
Jan,14.55,10.25,5.16,17.0,14.7,13.8,15.11,12.81,17.29,17.9
Feb,65.82,36.8,14.81,55.56,40.84,37.93,46.74,51.57,27.04,44.7
Mar,114.8,63.19,17.27,141.6,87.42,59.38,117.92,44.21,73.75,154.1
Apr,236.31,172.32,26.08,237.76,248.36,233.09,265.33,295.85,242.11,184.9
May,415.2,220.55,85.5,314.8,336.28,262.41,348.68,396.71,262.4,239.3
Jun,291.83,268.31,109.92,301.2,347.0,302.22,303.82,346.83,303.73,284.6
Jul,347.02,353.41,121.08,468.12,485.96,375.86,475.86,503.16,379.55,333.8
Aug,353.92,270.12,106.79,311.6,447.18,367.49,375.02,449.13,371.93,305.5
Sep,224.14,244.9,77.82,326.53,485.97,320.48,328.83,485.6,325.49,252.7
Oct,133.67,119.31,50.03,171.65,137.27,124.57,152.85,329.56,125.69,68.8
Nov,12.54,20.12,0.0,0.0,19.78,16.74,23.97,37.84,18.84,43.1
Dec,21.6,10.47,0.0,0.0,5.67,8.02,3.18,24.8,5.12,30.3
