Month,SVM-1,MLR-1,ANN-1,SVM-2,MLR-2,ANN-2,SVM-3,MLR-3,ANN-3,SVM-4,MLR-4,ANN-4,Original
Jan,11.59,7.32,6.32,6.75,7.15,3.41,10000,10000,10000,10000,10000,10000,12.0
Feb,0.52,4.44,0.66,0.27,4.05,0.0,10000,10000,10000,10000,10000,10000,48.3
Mar,3.73,7.34,0.0,4.45,8.9,0.0,10000,10000,10000,10000,10000,10000,0.0
Apr,13.35,19.19,7.06,13.63,21.8,0.0,10000,10000,10000,10000,10000,10000,21.4
May,13.17,44.54,2.24,21.13,50.91,19.69,10000,10000,10000,10000,10000,10000,12.9
Jun,86.34,91.34,71.34,85.25,91.18,78.49,10000,10000,10000,10000,10000,10000,116.1
Jul,138.81,135.6,124.41,142.46,142.53,128.1,10000,10000,10000,10000,10000,10000,177.6
Aug,129.97,138.93,102.51,138.79,150.94,106.99,10000,10000,10000,10000,10000,10000,212.8
Sep,162.01,159.91,110.03,158.08,143.15,113.43,10000,10000,10000,10000,10000,10000,152.4
Oct,102.72,106.06,66.01,104.92,115.84,81.15,10000,10000,10000,10000,10000,10000,363.4
Nov,19.76,38.47,32.04,16.06,36.64,37.5,10000,10000,10000,10000,10000,10000,29.4
Dec,0.36,7.46,0.0,2.17,3.56,12.82,10000,10000,10000,10000,10000,10000,0.0
