Month,SVM-1,MLR-1,ANN-1,SVM-2,MLR-2,ANN-2,SVM-3,MLR-3,ANN-3,SVM-4,MLR-4,ANN-4,Original
Jan,0.47,9.4,0.0,0.0,10.34,11.86,0.0,8.87,5.3,0.0,0.0,15.62,0.0
Feb,29.93,27.32,0.08,4.08,16.25,6.9,2.68,7.21,0.0,1.01,4.36,0.0,0.0
Mar,15.77,26.05,0.0,15.97,18.23,6.84,0.0,17.3,0.0,0.0,18.71,15.86,0.1
Apr,26.06,31.13,0.18,18.34,19.82,24.94,0.0,8.46,10.86,1.71,4.3,11.29,62.0
May,48.15,46.7,19.7,60.72,49.78,39.33,50.21,91.51,46.29,53.58,89.48,51.08,84.1
Jun,164.76,196.93,161.74,175.36,173.75,173.65,145.22,122.58,180.64,145.69,116.91,164.78,125.7
Jul,267.32,300.21,0.0,278.46,300.16,0.0,183.46,343.56,0.0,191.97,255.31,0.0,335.3
Aug,336.69,351.87,0.0,332.71,295.98,0.0,407.42,371.5,173.71,406.89,386.08,129.3,291.7
Sep,190.02,197.98,142.96,185.82,181.39,153.65,144.49,187.84,157.72,145.68,184.06,162.91,291.0
Oct,79.95,92.71,89.79,86.51,113.26,93.22,60.21,145.37,109.54,59.47,148.52,107.4,118.3
Nov,9.63,21.3,4.36,9.75,23.4,15.11,30.68,17.42,20.77,12.28,0.0,22.52,2.2
Dec,0.16,2.76,0.92,0.63,4.11,6.88,0.0,3.13,11.64,0.0,4.61,6.64,54.3
