Month,SVM-2,MLR-2,ANN-2,SVM-3,MLR-3,ANN-3,SVM-4,MLR-4,ANN-4,Original
Jan,20.83,19.11,11.89,21.77,19.64,16.72,27.94,30.34,16.46,3.8
Feb,10.65,8.99,4.55,3.39,16.86,17.61,9.47,16.75,14.49,10.9
Mar,1.82,1.86,6.74,0.1,0.45,2.7,0.0,0.99,4.58,0.0
Apr,5.49,6.7,0.0,0.0,10.42,9.15,2.8,9.98,0.0,14.3
May,12.26,15.97,5.87,63.6,61.03,0.0,62.42,64.05,15.98,11.7
Jun,43.47,66.38,40.15,127.88,151.05,41.02,130.27,143.39,100.13,73.1
Jul,276.07,227.37,125.23,272.54,288.55,248.71,299.02,311.38,261.83,508.6
Aug,347.66,326.49,87.03,347.26,311.73,279.51,346.09,160.68,284.93,534.8
Sep,253.6,229.57,80.93,144.24,172.04,155.37,204.44,178.46,158.99,58.2
Oct,50.03,78.73,33.32,3.21,25.77,47.18,31.59,118.39,55.11,1.2
Nov,4.86,5.16,18.69,7.55,5.67,0.0,10.42,5.7,9.3,0.0
Dec,1.14,9.12,6.54,0.0,2.73,12.46,2.16,17.02,4.7,0.0
