Month,SVM-2,MLR-2,ANN-2,SVM-3,MLR-3,ANN-3,SVM-4,MLR-4,ANN-4,Original
Jan,0.34,5.93,9.84,8.77,0.0,6.97,0.0,0.0,9.12,0.0
Feb,0.39,6.57,2.26,5.34,5.67,2.53,0.0,7.99,0.0,0.0
Mar,4.13,7.29,0.0,2.9,0.0,6.69,3.57,2.56,13.85,2.1
Apr,62.75,71.24,27.11,33.68,40.47,31.55,144.51,99.76,21.52,101.9
May,56.98,78.53,24.71,86.04,83.17,57.71,94.96,104.37,50.04,65.2
Jun,254.71,266.63,56.83,276.0,237.53,191.34,197.86,119.97,193.02,119.9
Jul,491.8,481.65,64.8,430.4,453.66,364.69,402.43,531.81,366.16,565.7
Aug,301.36,559.49,65.77,329.22,383.48,376.4,330.17,610.1,368.65,736.3
Sep,198.48,392.13,64.91,378.2,294.77,251.74,268.8,287.74,252.6,324.4
Oct,197.87,166.56,44.29,71.13,130.23,125.96,166.27,160.94,129.48,20.3
Nov,7.88,41.59,19.61,4.4,34.06,31.54,0.02,28.52,42.16,5.1
Dec,1.4,1.68,0.83,10.97,8.08,16.55,7.91,8.94,10.51,67.3
