Month,SVM-2,MLR-2,ANN-2,SVM-3,MLR-3,ANN-3,SVM-4,MLR-4,ANN-4,Original
Jan,0.43,15.93,18.99,0.0,23.2,8.53,0.38,24.31,4.72,4.8
Feb,0.6,5.17,0.0,0.6,0.0,0.0,0.8,0.0,6.95,7.8
Mar,0.71,1.16,20.83,0.0,0.0,23.27,0.0,0.0,4.66,28.3
Apr,22.24,7.03,60.65,15.0,36.29,33.59,24.72,43.94,36.99,18.1
May,131.39,75.74,69.39,76.5,106.77,78.0,108.17,147.48,79.97,172.1
Jun,40.73,37.14,92.07,40.3,35.79,30.32,39.89,36.64,21.21,32.0
Jul,47.69,38.67,87.52,15.26,25.48,24.85,24.6,0.0,21.58,37.1
Aug,70.84,57.53,34.6,54.95,72.79,52.74,47.91,85.24,51.12,30.3
Sep,58.59,74.55,65.54,34.19,87.4,70.62,57.61,72.12,78.26,167.6
Oct,101.05,148.6,90.52,140.84,127.98,137.73,160.05,117.43,157.49,137.7
Nov,89.5,108.91,32.05,11.4,68.82,134.16,67.82,96.8,137.73,141.6
Dec,2.23,90.87,0.0,77.31,43.39,55.16,53.5,54.71,52.59,22.5
