Month,SVM-2,MLR-2,ANN-2,SVM-3,MLR-3,ANN-3,SVM-4,MLR-4,ANN-4,Original
Jan,9.66,18.52,0.0,10.09,11.95,20.97,4.76,23.69,12.98,0.0
Feb,7.62,12.28,4.35,0.1,19.82,14.49,20.83,0.0,13.37,0.0
Mar,1.71,1.1,22.15,0.0,3.3,0.0,2.54,0.0,15.23,0.0
Apr,3.57,5.86,0.0,11.7,21.59,0.0,22.97,21.26,4.03,0.0
May,14.34,24.56,12.4,41.89,45.77,0.0,20.34,49.91,20.09,69.4
Jun,71.42,78.83,74.06,75.9,71.35,28.94,65.01,96.59,54.63,32.4
Jul,271.29,157.99,125.12,142.7,177.59,161.48,183.64,161.21,183.04,209.6
Aug,193.83,279.15,88.92,171.5,233.46,213.65,171.7,236.88,215.0,238.7
Sep,143.88,158.2,57.35,115.84,199.92,177.79,183.98,185.1,186.0,76.2
Oct,31.37,45.77,31.74,24.21,25.8,45.98,28.14,4.15,52.24,0.0
Nov,0.84,5.77,0.0,0.07,0.0,7.34,0.07,0.01,0.89,0.0
Dec,0.36,2.22,0.0,0.04,0.0,0.0,0.04,0.01,0.0,0.0
