Month,SVM-2,MLR-2,ANN-2,SVM-3,MLR-3,ANN-3,SVM-4,MLR-4,ANN-4,Original
Jan,8.66,15.83,20.03,12.18,0.0,0.0,2.28,0.0,9.12,0.0
Feb,15.21,0.0,3.22,0.0,0.0,18.88,0.49,0.0,13.71,0.5
Mar,11.2,0.0,0.0,13.0,5.35,12.75,1.9,5.41,0.51,3.3
Apr,23.02,30.96,9.53,1.15,45.4,32.58,0.16,54.63,10.88,76.5
May,46.15,61.62,34.0,114.38,133.41,81.8,46.84,154.78,96.47,73.3
Jun,130.01,134.33,96.58,147.88,132.42,98.31,174.51,161.89,114.33,209.2
Jul,254.53,228.12,119.09,583.62,435.07,238.56,445.36,333.13,257.19,274.8
Aug,285.47,233.16,113.32,311.09,271.22,237.8,263.8,259.83,243.88,233.9
Sep,225.77,170.19,71.01,238.75,198.92,189.51,215.84,204.28,202.91,175.4
Oct,52.35,63.55,47.65,42.53,4.17,90.18,26.02,2.09,105.7,44.9
Nov,23.92,10.35,22.59,4.59,16.67,29.7,4.1,0.0,25.9,0.0
Dec,2.53,4.56,15.9,1.2,3.63,3.93,2.8,13.86,7.82,48.4
