Month,SVM-2,MLR-2,ANN-2,SVM-3,MLR-3,ANN-3,SVM-4,MLR-4,ANN-4,Original
Jan,0.08,5.26,0.0,7.02,5.95,6.43,0.42,0.0,6.19,0.0
Feb,20.37,3.19,9.48,0.1,0.64,0.0,1.11,4.57,5.47,1.9
Mar,34.13,18.07,0.0,16.34,0.0,31.91,13.09,0.0,30.04,57.2
Apr,58.59,61.32,5.61,64.54,67.88,45.08,113.25,104.48,61.44,83.4
May,151.9,107.77,38.39,176.8,118.48,98.09,136.73,166.64,107.1,319.6
Jun,432.75,417.82,136.42,219.2,338.53,370.83,330.96,374.53,389.37,909.6
Jul,260.63,512.0,130.88,767.75,735.69,614.08,577.76,857.5,623.53,1190.1
Aug,86.95,362.29,87.71,531.1,409.78,364.19,401.48,399.16,369.64,1217.5
Sep,219.84,185.08,36.91,238.7,232.19,218.82,241.94,235.32,232.66,138.6
Oct,157.37,156.06,54.05,72.93,81.07,117.69,63.08,57.09,118.99,174.8
Nov,49.62,92.7,40.24,33.95,51.46,74.63,24.49,48.08,78.61,13.9
Dec,10.34,22.51,5.17,14.16,23.67,19.37,25.47,27.03,23.33,8.2
