Month,SVM-1,MLR-1,ANN-1,SVM-2,MLR-2,ANN-2,SVM-3,MLR-3,ANN-3,SVM-4,MLR-4,ANN-4,Original
Jan,21.55,24.96,2.41,16.45,20.8,10.49,45.37,32.46,9.76,39.85,10.74,7.46,0.0
Feb,17.34,23.21,2.25,3.16,16.41,9.42,3.08,9.23,23.81,2.0,0.0,14.18,20.2
Mar,11.33,16.27,0.0,8.56,14.03,18.94,5.0,14.92,3.22,11.13,14.87,12.88,0.0
Apr,8.67,8.02,0.0,4.4,12.57,0.0,10.48,19.53,0.0,24.5,23.57,12.26,0.0
May,9.84,14.13,7.58,8.33,15.89,16.61,10.15,23.93,13.29,5.55,17.09,19.55,21.8
Jun,97.06,121.68,45.94,92.21,113.33,50.29,30.08,79.15,55.91,31.27,13.8,51.92,93.2
Jul,307.87,322.04,0.0,336.12,335.21,0.0,159.1,342.34,0.0,206.89,589.91,0.0,400.4
Aug,323.25,323.4,0.0,342.31,314.24,0.0,453.33,354.84,0.0,507.24,399.06,0.0,365.8
Sep,156.11,170.59,57.64,157.69,121.69,70.53,193.1,152.67,86.59,176.24,150.92,85.81,95.4
Oct,21.31,27.64,3.72,20.19,22.65,0.0,38.24,43.15,55.57,38.25,12.45,38.61,2.6
Nov,1.27,10.92,0.53,0.73,11.74,0.0,0.0,0.0,5.3,0.0,0.69,13.48,0.0
Dec,1.59,5.84,0.79,1.32,5.28,0.0,0.0,2.88,1.23,0.0,1.35,1.22,0.0
