Month,SVM-2,MLR-2,ANN-2,SVM-3,MLR-3,ANN-3,SVM-4,MLR-4,ANN-4,Original
Jan,32.06,34.97,1.44,43.1,0.0,9.24,7.67,0.0,24.66,8.8
Feb,31.34,33.13,21.42,17.4,33.28,22.74,16.44,26.85,17.08,54.1
Mar,15.72,17.73,8.89,132.45,0.0,19.16,0.0,0.0,55.72,10.3
Apr,22.89,27.37,13.26,7.41,19.57,23.46,19.92,18.06,9.5,52.4
May,18.67,25.76,9.61,17.87,20.31,16.53,14.51,14.47,0.0,12.5
Jun,119.74,97.49,27.64,133.73,103.42,3.05,121.51,110.63,46.28,43.9
Jul,240.88,245.16,104.12,450.3,331.83,200.64,381.64,363.73,241.82,420.2
Aug,234.68,256.34,88.93,495.4,372.17,271.24,499.15,367.6,305.57,593.9
Sep,307.86,185.42,33.85,276.68,189.74,90.46,159.18,239.3,123.74,207.8
Oct,20.18,23.01,19.89,18.98,14.38,24.23,0.0,0.0,1.13,4.5
Nov,0.0,10.27,5.63,0.39,30.3,5.07,9.84,30.24,12.51,29.0
Dec,29.83,26.82,3.5,28.65,15.1,5.23,16.88,6.7,3.07,19.3
