Month,SVM-2,MLR-2,ANN-2,SVM-3,MLR-3,ANN-3,SVM-4,MLR-4,ANN-4,Original
Jan,0.0,14.92,0.0,5.1,3.26,0.0,10.31,14.76,0.0,0.0
Feb,13.53,14.72,17.27,0.0,9.8,19.84,6.39,0.0,1.97,0.0
Mar,6.74,0.0,18.99,4.3,0.0,0.0,4.0,0.0,1.99,0.0
Apr,2.51,3.68,11.46,7.3,9.27,0.0,7.96,9.32,3.9,3.5
May,5.77,12.11,18.83,88.04,52.36,15.46,87.49,55.35,33.82,4.9
Jun,86.17,67.77,66.09,88.3,82.45,28.84,69.23,84.43,62.58,16.7
Jul,236.1,147.34,130.93,81.8,147.53,130.98,132.25,162.85,159.37,289.9
Aug,180.98,228.41,85.86,110.3,159.84,146.43,109.12,161.21,148.32,196.4
Sep,137.99,157.75,82.88,195.93,151.88,137.99,156.77,147.21,144.62,65.2
Oct,41.81,51.79,33.42,57.51,5.5,37.76,6.81,1.26,51.67,0.0
Nov,0.04,9.14,15.82,0.13,0.12,18.08,0.0,1.09,15.59,0.0
Dec,1.52,2.59,0.45,0.0,0.0,11.45,0.13,1.51,9.0,0.0
