Month,SVM-2,MLR-2,ANN-2,SVM-3,MLR-3,ANN-3,SVM-4,MLR-4,ANN-4,Original
Jan,0.01,18.83,6.56,57.86,21.83,14.19,0.0,11.62,17.45,0.0
Feb,2.71,14.53,0.0,1.87,33.09,0.0,0.0,38.41,15.52,13.4
Mar,35.1,0.96,0.0,13.8,17.32,23.02,29.92,28.96,20.47,0.0
Apr,1.54,0.0,0.0,7.95,18.97,14.88,0.33,18.6,10.94,0.0
May,26.12,15.82,20.29,0.53,1.43,0.0,2.05,2.54,0.0,0.0
Jun,165.39,182.6,46.45,66.82,161.81,82.97,117.98,114.5,83.0,108.7
Jul,312.5,403.19,99.36,355.2,361.3,362.38,355.28,410.08,366.39,339.8
Aug,441.63,419.85,106.13,328.38,308.61,302.88,280.47,585.34,303.9,292.0
Sep,122.4,205.92,51.0,157.62,173.36,157.06,130.97,171.2,157.22,178.8
Oct,50.41,40.97,12.95,28.36,37.21,46.59,32.84,18.05,49.44,0.9
Nov,0.0,9.06,0.0,10.65,0.0,4.54,1.62,0.0,6.23,0.0
Dec,0.16,5.62,0.0,0.1,1.98,12.98,0.0,0.0,5.85,13.2
