Month,SVM-2,MLR-2,ANN-2,SVM-3,MLR-3,ANN-3,SVM-4,MLR-4,ANN-4,Original
Jan,0.0,8.5,6.43,6.91,6.48,7.92,74.56,26.33,8.34,3.6
Feb,22.31,43.82,0.0,30.09,21.88,19.01,20.86,21.15,30.73,18.1
Mar,116.07,121.85,5.71,66.0,0.0,51.09,62.0,0.0,70.33,67.7
Apr,1149.63,490.07,63.59,119.37,608.16,184.58,399.25,575.33,241.94,264.6
May,435.36,557.71,169.88,570.46,615.06,76.11,697.33,865.94,232.38,691.5
Jun,1077.28,1063.36,319.17,1119.35,1480.99,113.21,1227.43,594.36,582.32,1129.7
Jul,1338.32,1266.09,384.54,1433.0,767.87,104.99,1388.48,1208.39,678.06,1431.7
Aug,953.61,964.89,264.64,932.8,1086.64,109.32,1038.75,1290.69,547.61,746.6
Sep,517.82,415.09,138.65,854.1,823.51,97.22,929.31,911.24,305.07,617.5
Oct,255.25,299.61,56.21,251.25,382.46,71.3,244.36,312.07,115.08,73.9
Nov,13.94,35.39,13.22,0.0,18.02,33.18,19.65,47.26,13.26,6.1
Dec,12.81,7.96,1.66,12.33,14.64,0.0,13.8,19.45,6.3,14.9
