Month,SVM-1,MLR-1,ANN-1,SVM-2,MLR-2,ANN-2,SVM-3,MLR-3,ANN-3,SVM-4,MLR-4,ANN-4,Original
Jan,13.69,15.19,0.0,13.14,14.42,0.0,1.19,23.03,4.95,0.55,17.61,15.74,0.0
Feb,10.88,13.76,0.0,19.78,13.86,1.2,14.63,6.3,0.95,14.32,9.12,15.3,2.2
Mar,4.92,7.92,0.48,4.68,7.1,0.0,0.0,0.0,5.19,0.0,0.0,6.89,0.0
Apr,1.8,4.82,0.0,1.09,5.54,0.0,1.2,3.37,9.45,2.8,2.49,7.86,17.0
May,5.05,9.44,0.0,4.35,9.61,5.32,7.24,31.54,0.0,7.86,32.37,27.4,15.2
Jun,60.82,87.48,42.84,62.37,95.16,49.23,64.21,123.5,26.72,64.19,57.26,59.77,32.0
Jul,232.58,286.98,176.41,253.07,270.7,207.92,244.16,246.73,259.67,244.59,286.97,258.67,369.6
Aug,322.52,257.63,90.68,209.85,255.86,107.48,231.03,255.89,122.66,242.89,274.63,144.0,320.5
Sep,168.42,165.38,64.63,160.96,155.53,77.44,0.0,130.84,76.76,52.43,120.47,93.85,161.6
Oct,35.42,37.4,0.0,34.85,35.11,0.0,66.04,65.6,40.82,66.52,159.79,63.54,0.0
Nov,0.3,6.15,0.0,0.69,6.66,0.0,0.0,7.8,6.37,0.0,6.81,9.63,0.0
Dec,1.1,4.36,0.0,0.52,3.95,0.0,1.85,2.27,12.48,1.11,0.51,0.0,0.0
