Month,SVM-2,MLR-2,ANN-2,SVM-3,MLR-3,ANN-3,SVM-4,MLR-4,ANN-4,Original
Jan,0.39,1.78,5.88,0.0,2.4,0.0,0.0,0.09,3.22,0.0
Feb,0.88,2.47,4.62,0.79,0.0,4.9,0.0,0.0,1.94,0.0
Mar,0.12,1.58,0.0,0.3,1.97,11.69,0.0,1.25,0.0,0.3
Apr,0.89,2.19,0.0,0.1,0.18,0.0,0.0,0.12,3.01,0.1
May,0.16,0.0,0.0,0.0,3.67,7.26,0.0,3.45,17.23,7.0
Jun,10.25,12.57,17.74,44.52,39.46,34.57,6.0,20.06,25.68,50.0
Jul,88.13,110.04,44.29,94.92,128.99,92.62,164.56,157.14,104.18,104.2
Aug,96.97,100.51,35.11,92.38,105.71,88.14,95.02,129.84,108.83,52.7
Sep,46.24,62.56,18.09,45.06,73.29,57.39,70.97,63.14,67.8,25.1
Oct,1.6,7.44,17.0,0.0,4.87,9.95,0.0,5.75,0.0,0.3
Nov,0.27,4.7,18.14,0.03,0.0,0.0,0.0,14.47,0.0,0.0
Dec,0.33,1.52,0.0,0.1,0.0,11.07,1.05,0.0,0.0,0.2
