Month,SVM-2,MLR-2,ANN-2,SVM-3,MLR-3,ANN-3,SVM-4,MLR-4,ANN-4,Original
Jan,0.17,0.99,14.02,0.1,0.0,12.0,0.29,0.0,0.0,0.0
Feb,0.1,0.2,4.73,0.06,0.0,4.69,0.0,0.0,0.0,0.0
Mar,0.79,2.83,8.7,0.0,0.0,7.02,0.0,0.0,0.25,0.0
Apr,0.18,1.34,9.7,0.0,1.35,12.15,0.0,0.01,9.24,0.0
May,5.88,3.17,0.0,0.1,0.0,0.0,0.17,0.0,0.0,0.0
Jun,96.96,90.93,45.48,117.36,79.69,67.83,104.4,85.56,77.63,135.7
Jul,270.8,276.56,66.33,199.01,195.0,172.39,190.3,200.04,170.9,181.0
Aug,228.17,197.82,77.27,86.63,139.12,125.14,136.51,118.28,128.21,229.1
Sep,301.77,230.49,50.8,212.23,167.16,142.28,140.5,192.9,151.55,73.4
Oct,22.37,31.24,18.82,54.86,19.12,22.79,20.47,35.92,16.66,0.0
Nov,0.99,17.61,20.55,0.05,6.56,2.9,0.43,9.98,17.24,0.0
Dec,0.0,5.33,0.0,7.9,9.85,9.15,0.81,2.11,3.93,0.0
