Month,SVM-2,MLR-2,ANN-2,SVM-3,MLR-3,ANN-3,SVM-4,MLR-4,ANN-4,Original
Jan,32.1,26.45,3.12,20.43,33.29,5.14,143.74,35.79,7.09,0.0
Feb,4.7,4.72,20.23,0.0,0.0,0.0,7.35,0.0,0.0,2.0
Mar,0.0,0.0,19.47,28.49,0.0,1.28,29.72,0.0,0.0,0.0
Apr,0.38,2.26,20.31,1.7,5.51,0.0,1.97,4.51,12.84,3.4
May,0.55,4.46,18.86,0.0,12.47,0.0,4.3,12.9,17.21,13.9
Jun,62.59,74.38,53.89,102.7,69.24,31.35,96.96,88.97,53.33,69.5
Jul,236.24,264.77,122.07,279.8,311.61,277.18,310.4,425.01,285.93,335.9
Aug,230.9,325.47,101.62,288.57,296.07,271.0,214.52,396.71,280.19,182.2
Sep,172.6,170.94,48.91,77.3,138.12,120.26,143.83,192.87,125.74,176.9
Oct,2.56,12.87,3.57,43.95,29.94,33.81,38.54,24.18,53.2,0.4
Nov,3.29,11.22,0.0,0.0,0.0,4.86,4.42,0.0,0.0,0.0
Dec,1.71,8.9,0.0,0.0,2.22,10.65,3.68,7.97,0.0,0.0
