Month,SVM-2,MLR-2,ANN-2,SVM-3,MLR-3,ANN-3,SVM-4,MLR-4,ANN-4,Original
Jan,9.62,15.93,5.58,22.48,0.0,3.25,9.58,0.0,13.0,0.0
Feb,0.0,15.17,5.96,6.02,1.18,0.0,1.46,10.56,3.85,7.9
Mar,2.39,8.87,21.39,0.0,5.44,4.48,0.0,4.08,4.54,0.6
Apr,38.49,36.29,20.45,30.98,34.7,1.12,38.52,34.85,3.49,13.8
May,54.24,55.32,18.94,91.87,97.59,48.75,94.38,99.0,44.66,55.8
Jun,186.42,216.91,49.05,81.1,114.29,80.38,99.8,132.96,81.48,103.3
Jul,282.3,291.49,117.61,185.0,259.69,226.65,253.66,295.62,234.3,292.6
Aug,360.33,342.31,122.62,250.59,230.66,211.75,239.43,232.86,218.23,201.7
Sep,252.16,244.94,81.26,123.94,143.79,157.82,129.47,76.99,160.56,154.7
Oct,87.68,79.95,41.91,37.78,0.0,70.75,40.55,24.29,79.47,12.7
Nov,2.83,8.02,0.0,5.53,14.36,2.4,0.23,3.23,10.9,0.0
Dec,1.82,7.01,3.43,0.0,3.13,10.97,0.98,30.37,8.08,53.5
