Month,SVM-2,MLR-2,ANN-2,SVM-3,MLR-3,ANN-3,SVM-4,MLR-4,ANN-4,Original
Jan,49.92,14.66,7.69,39.9,10.88,15.12,5.53,10.99,10.0,
Feb,1.5,45.09,9.9,2.5,13.55,18.29,2.27,12.08,15.52,
Mar,47.3,135.99,11.65,94.68,31.09,24.81,24.65,38.83,24.69,
Apr,350.57,334.91,64.62,0.0,149.94,146.17,100.69,521.71,149.81,117.8
May,526.23,575.14,122.2,262.29,330.06,322.45,340.43,334.79,325.1,80.6
Jun,902.55,1033.09,182.73,720.5,662.4,599.28,648.18,810.56,599.74,
Jul,461.17,885.91,166.58,844.74,570.65,589.78,677.04,0.0,589.85,
Aug,409.58,691.61,139.2,314.29,321.92,483.53,346.3,506.34,486.37,
Sep,694.89,587.25,97.22,486.06,442.68,403.89,417.19,604.66,404.43,
Oct,153.79,249.94,48.37,141.02,154.32,165.32,163.78,199.73,166.71,
Nov,0.1,44.46,8.67,4.96,2.72,43.13,1.31,43.23,45.58,
Dec,39.44,9.33,7.43,0.1,0.0,8.9,0.0,2.64,8.73,
