Month,SVM-2,MLR-2,ANN-2,SVM-3,MLR-3,ANN-3,SVM-4,MLR-4,ANN-4,Original
Jan,0.0,11.45,0.0,0.0,16.21,11.31,1.76,17.56,3.58,1.3
Feb,1.09,20.66,0.0,0.1,0.0,0.0,0.0,0.0,4.65,5.2
Mar,0.0,7.42,18.23,0.1,0.0,6.72,0.0,0.0,19.55,6.9
Apr,0.0,11.58,24.29,20.3,37.58,44.0,36.29,48.76,26.15,41.5
May,139.11,70.52,51.06,102.0,114.36,44.07,135.69,128.44,65.96,127.1
Jun,40.98,40.15,38.14,7.6,26.22,29.98,32.32,24.82,20.51,11.4
Jul,33.26,50.26,30.64,20.04,36.87,29.66,7.35,14.8,34.17,55.7
Aug,81.98,77.28,27.14,183.97,83.23,65.12,121.16,100.93,59.49,49.0
Sep,93.25,91.24,69.86,78.94,86.2,65.63,80.5,86.71,88.59,157.7
Oct,98.21,161.29,87.94,138.72,144.36,110.31,172.6,109.4,129.74,160.3
Nov,93.14,121.36,45.08,128.0,155.27,133.41,127.29,164.58,139.13,111.0
Dec,38.45,68.36,14.47,5.15,44.4,49.81,56.95,58.49,45.95,7.1
