Month,SVM-1,MLR-1,ANN-1,SVM-2,MLR-2,ANN-2,SVM-3,MLR-3,ANN-3,SVM-4,MLR-4,ANN-4,Original
Jan,5.72,17.01,0.0,7.83,18.65,0.0,4.15,9.23,13.86,4.2,14.56,10.66,0.0
Feb,24.66,31.2,0.03,24.39,23.03,20.32,2.64,11.92,0.0,2.44,0.0,1.61,0.0
Mar,10.9,21.07,1.26,10.56,20.07,18.24,38.25,32.79,4.32,38.24,85.06,20.8,0.0
Apr,14.88,16.9,0.5,9.8,16.2,3.84,0.0,0.0,2.98,0.0,0.0,6.81,16.4
May,21.8,25.33,5.92,22.22,25.12,1.25,38.71,21.75,7.26,38.58,88.23,24.0,10.0
Jun,133.97,172.7,117.88,142.52,173.73,123.22,98.24,116.07,133.97,95.32,123.01,137.94,141.4
Jul,358.87,387.3,0.0,323.65,383.33,0.0,280.41,447.03,584.51,254.45,410.17,580.26,395.0
Aug,379.22,364.56,0.0,378.74,327.78,0.0,279.38,338.25,208.5,279.26,356.27,214.96,238.1
Sep,165.88,200.55,153.6,183.19,177.92,163.32,384.04,225.16,136.52,187.17,221.25,138.5,169.6
Oct,49.53,67.13,42.06,49.75,63.07,44.06,62.85,102.01,76.04,62.33,97.7,74.9,5.3
Nov,1.9,7.74,1.97,5.19,7.27,14.32,0.08,2.51,0.0,0.09,2.29,0.0,0.0
Dec,0.22,4.52,0.64,0.23,4.29,0.0,0.0,0.96,0.0,0.0,0.0,9.72,3.4
