Month,SVM-2,MLR-2,ANN-2,SVM-3,MLR-3,ANN-3,SVM-4,MLR-4,ANN-4,Original
Jan,3.54,10.49,17.36,1.07,0.0,9.4,10.8,0.0,12.79,0.0
Feb,0.92,0.0,20.04,19.1,8.18,0.0,0.0,0.33,0.0,0.0
Mar,3.14,0.0,24.38,15.6,7.82,0.0,3.28,7.7,10.39,0.1
Apr,46.04,14.45,17.85,77.7,40.75,18.0,56.59,55.68,30.65,66.4
May,136.5,38.34,42.84,18.94,65.88,57.21,105.58,116.83,61.81,107.6
Jun,142.07,110.36,78.11,86.29,124.87,115.58,111.25,103.21,130.92,162.3
Jul,297.63,286.03,112.31,338.86,370.27,340.88,336.26,422.97,360.45,450.2
Aug,292.3,274.96,93.03,338.17,297.62,266.38,327.2,314.79,282.13,308.5
Sep,203.77,224.67,59.66,253.23,234.29,209.98,231.24,226.91,218.72,419.6
Oct,129.12,153.4,50.56,111.47,126.45,187.62,131.58,138.84,184.25,258.9
Nov,12.14,32.74,8.56,44.84,36.87,35.49,7.71,0.0,34.43,0.0
Dec,0.09,4.08,0.0,0.0,2.29,19.25,11.68,20.02,10.59,13.3
