Month,SVM-1,MLR-1,ANN-1,SVM-2,MLR-2,ANN-2,SVM-3,MLR-3,ANN-3,SVM-4,MLR-4,ANN-4,Original
Jan,10.88,11.16,5.37,0.56,12.97,0.0,2.22,5.68,16.13,5.17,0.0,12.94,
Feb,17.87,38.96,1.69,4.49,40.06,4.6,14.54,3.94,11.29,7.77,0.0,17.49,
Mar,144.77,114.66,43.64,99.8,26.5,52.91,19.45,128.06,27.54,18.12,179.55,10.05,
Apr,280.58,277.66,118.83,268.54,228.63,0.0,137.97,129.81,178.6,130.57,0.0,184.66,117.8
May,562.82,567.48,7.100039986392596e+17,527.25,508.17,0.0,440.93,427.65,0.0,435.05,292.79,0.0,80.6
Jun,933.23,811.1,0.0,832.08,792.45,0.0,736.02,631.8,0.0,739.28,819.03,0.0,
Jul,650.53,746.86,0.0,706.13,730.5,0.0,528.96,265.39,0.0,555.3,258.76,0.0,
Aug,653.33,586.54,0.0,609.74,580.46,0.0,380.18,0.0,0.0,378.01,0.0,0.0,
Sep,370.49,455.56,0.0,422.35,463.06,0.0,238.95,237.72,0.0,241.69,240.37,0.0,
Oct,181.44,227.94,54.8,183.12,162.28,73.51,93.56,142.77,105.01,86.26,0.0,109.28,
Nov,6.25,39.3,0.46,0.0,18.49,18.1,0.12,0.0,0.0,0.11,0.0,0.0,
Dec,1.95,6.29,0.0,0.17,0.0,5.47,0.0,0.0,0.32,0.0,0.0,3.42,
