Month,SVM-2,MLR-2,ANN-2,SVM-3,MLR-3,ANN-3,SVM-4,MLR-4,ANN-4,Original
Jan,64.74,10.31,19.51,19.9,18.23,0.0,18.26,17.08,16.64,5.0
Feb,9.45,6.52,0.0,0.9,0.6,0.0,0.0,2.57,14.62,0.0
Mar,0.0,0.4,0.0,12.1,0.0,0.0,9.2,0.0,15.8,0.0
Apr,0.1,3.1,0.0,2.95,12.68,13.08,0.0,12.7,14.12,1.0
May,1.77,4.14,0.0,18.76,14.63,3.32,5.46,10.99,6.94,0.0
Jun,49.81,61.36,38.44,0.0,23.45,0.6,0.0,77.14,11.23,55.0
Jul,280.84,258.6,82.02,56.1,59.98,60.94,56.27,67.69,62.56,248.0
Aug,377.7,325.88,84.59,86.9,111.22,122.87,86.82,29.23,124.38,46.0
Sep,181.62,235.74,41.72,93.7,115.01,86.11,107.98,89.67,77.15,405.0
Oct,38.14,22.02,5.68,8.84,24.8,11.02,4.21,0.6,26.25,0.0
Nov,0.15,4.54,0.0,0.0,20.29,27.28,6.03,18.89,0.0,0.0
Dec,3.18,5.56,6.48,20.3,5.51,5.96,6.38,27.86,7.21,0.0
