Month,SVM-2,MLR-2,ANN-2,SVM-3,MLR-3,ANN-3,SVM-4,MLR-4,ANN-4,Original
Jan,3.08,7.39,16.95,2.28,0.0,16.67,10.04,0.0,9.16,0.0
Feb,1.44,0.98,13.6,3.12,11.78,0.0,0.25,9.45,7.87,0.0
Mar,13.28,7.73,3.87,15.06,20.48,7.42,13.05,19.14,20.42,10.7
Apr,40.68,27.87,32.95,104.54,52.72,44.47,69.58,67.86,49.74,120.5
May,45.12,60.61,21.85,109.52,102.14,92.96,107.54,168.0,106.29,102.7
Jun,193.7,107.04,68.37,89.74,162.78,141.41,252.77,308.57,151.84,133.4
Jul,224.98,183.13,46.72,234.0,221.92,197.65,223.63,220.39,212.11,367.4
Aug,228.41,199.46,65.52,202.6,221.36,192.74,202.37,206.17,203.76,310.1
Sep,158.84,192.54,80.92,253.9,236.25,212.11,224.47,264.66,222.52,186.6
Oct,96.24,113.96,68.1,117.05,160.44,195.2,118.23,179.39,196.31,277.6
Nov,30.3,69.62,26.73,49.68,70.09,69.73,41.68,55.81,65.01,1.2
Dec,0.39,3.0,0.0,1.46,0.2,1.25,2.51,18.85,10.61,72.3
