Month,SVM-2,MLR-2,ANN-2,SVM-3,MLR-3,ANN-3,SVM-4,MLR-4,ANN-4,Original
Jan,5.3,14.36,0.0,2.87,0.0,14.23,3.82,12.07,8.08,0.0
Feb,8.58,19.44,0.0,14.41,8.01,7.83,26.2,9.13,16.88,0.4
Mar,5.53,17.64,0.0,12.6,7.05,15.69,16.75,27.93,14.65,5.9
Apr,94.02,77.22,11.77,60.94,59.94,37.06,61.6,64.69,39.12,164.9
May,130.0,112.65,41.63,176.8,145.5,122.1,188.27,212.27,136.09,154.7
Jun,117.61,107.64,96.97,142.16,63.15,108.47,117.02,124.31,126.34,287.6
Jul,353.18,239.33,98.48,337.26,301.35,237.06,318.24,359.47,249.15,330.4
Aug,217.32,270.52,101.94,204.63,285.25,222.57,253.93,264.15,234.18,323.8
Sep,278.08,235.88,91.35,245.72,225.8,219.88,246.94,217.4,231.08,338.5
Oct,218.85,204.28,49.47,0.0,78.11,184.15,72.64,135.46,189.77,259.7
Nov,11.12,22.07,1.39,56.8,31.86,20.48,37.5,32.76,26.43,0.0
Dec,0.0,8.18,0.17,11.02,7.22,17.27,0.0,5.03,6.62,8.0
