Month,SVM-1,MLR-1,ANN-1,SVM-2,MLR-2,ANN-2,SVM-3,MLR-3,ANN-3,SVM-4,MLR-4,ANN-4,Original
Jan,3.95,0.69,0.0,0.64,0.71,3.88,1.34,4.54,0.0,15.42,4.28,3.7,4.2
Feb,0.22,2.71,0.78,0.08,1.27,14.08,0.0,1.02,0.0,0.0,1.07,4.3,0.0
Mar,5.68,12.29,0.72,3.48,12.0,0.0,2.87,7.22,7.02,3.06,6.8,4.85,9.2
Apr,79.11,50.87,0.46,81.53,61.64,29.29,135.63,82.47,13.21,140.75,82.52,28.75,22.4
May,101.09,115.6,68.19,100.51,112.27,80.21,69.53,84.45,76.37,81.14,74.13,78.63,134.2
Jun,124.43,125.87,104.2,119.41,123.97,104.57,58.32,96.5,125.65,81.8,97.78,96.16,40.5
Jul,177.6,174.03,141.62,175.89,172.82,149.3,107.43,52.31,74.4,82.39,0.0,95.66,33.0
Aug,151.35,143.69,19.25,149.54,146.61,32.9,218.81,182.92,65.67,202.13,221.69,61.14,90.7
Sep,127.68,141.61,31.85,129.72,125.53,30.7,119.1,93.7,66.06,87.91,94.15,97.01,237.7
Oct,202.76,139.76,11.7,196.27,138.18,23.86,112.75,66.03,38.39,84.83,64.52,41.62,235.2
Nov,38.14,60.94,0.9,37.19,57.68,16.35,112.85,93.76,66.57,229.09,70.85,70.96,11.9
Dec,16.31,8.05,32.25,9.12,8.17,24.63,10.29,0.0,0.0,0.0,0.0,10.45,1.2
